FrameWork,TPS,Threadpool,Avg Response Time(ms),P95,P99,Throughput(rps),Error Rate,CPU Usage,Memory,Latency(ms),Request Timeouts
webflux,35000.0,420.0,66.86348209706864,83.1500941464535,99.28592732731879,29501.15244607475,0.0,0.4307154603652317,667.4443448899383,69.93461917370665,0.0
webflux,35000.0,430.0,65.93493543305068,87.24578035615106,98.0366930726806,30136.98640624281,0.0,0.41101816049751133,659.1447179191265,69.3622920857811,0.0
webflux,36000.0,50.0,61.9636421009665,75.14643790617734,88.20422095527283,33459.89760622155,0.0,0.35828036513263817,738.7057582511572,61.28458748940765,0.0
webflux,36000.0,60.0,58.41387954837332,72.16965698455748,88.32949488999799,33570.48849061472,0.0,0.3606254793295226,747.1913185197552,63.53646412098135,0.0
webflux,36000.0,70.0,58.911576794984974,79.048000439931,87.30071505783336,30423.57162312756,0.0,0.36338797534568507,738.1712364273349,61.027101655054146,0.0
webflux,36000.0,80.0,60.45203477550618,76.77606411572683,91.18019235908358,33742.586291139065,0.0,0.36381907705193234,727.0069849462091,62.407354384735456,0.0
webflux,36000.0,90.0,61.47820166333819,78.35245205258832,93.76888542227965,32960.96410076028,0.0,0.37462678484583467,678.1029135626248,60.54389840250757,0.0
webflux,36000.0,100.0,61.77219421993104,81.22771076831668,86.56149924032403,34125.54924527069,0.0,0.37826011201017523,673.7922399072454,60.56824190669966,0.0
webflux,36000.0,110.0,62.94306185603441,80.07003093702086,91.27243852709249,33414.40615533843,0.0,0.37064480030085584,699.0528600060886,60.18488389517545,0.0
webflux,36000.0,120.0,65.30047925631577,76.87719674702065,86.66982731980201,32348.09676854102,0.0,0.36386231552040466,702.593840005618,62.79229502011752,0.0
webflux,36000.0,130.0,64.07824409284761,79.28953984442214,88.11750120525826,32680.001456080397,0.0,0.37565104933135285,685.4903838080122,63.6851524635687,0.0
webflux,36000.0,150.0,64.27678747275564,80.29635785329157,96.41552966029408,33789.655660152464,0.0,0.3665312151086298,683.5509361522031,63.565513501770084,0.0
webflux,36000.0,160.0,67.60354112064721,80.06313811255016,88.5544569325782,32941.65080972452,0.0,0.37021257993679146,712.0568845787097,62.422095157155354,0.0
webflux,36000.0,170.0,64.52789319369626,77.25291482477763,91.40709057817364,33628.23615504129,0.0,0.370271986236254,686.8597214532061,64.60350869237976,0.0
webflux,36000.0,180.0,63.75566806716874,76.62396348293788,88.49465356269631,32708.89143589777,0.0,0.3693976574228032,688.790056735292,60.57164426653815,0.0
webflux,36000.0,190.0,61.80029478899907,76.72677833805264,95.08523201844459,33535.020685810756,0.0,0.37904668712960293,652.6847689492128,62.92701234668729,0.0
webflux,36000.0,200.0,61.91817720506903,80.3047069968845,88.74925113805482,34486.590845434854,0.0,0.40062384732890316,704.1016537854695,61.525534904812815,0.0
webflux,36000.0,210.0,71.05340116089415,77.41201043356843,86.19762445061474,32395.846522741464,0.0,0.39223257253274413,724.1280373641445,66.67703618243938,0.0
webflux,36000.0,220.0,65.20053106485176,79.85350811105911,92.14719401987122,33271.55437782528,0.0,0.4073221515738062,705.6887203680286,67.08131583541541,0.0
webflux,36000.0,230.0,68.09122147694276,79.16383475983014,93.27304786729248,33822.94754846595,0.0,0.3858757997691784,701.4184743912748,70.06462793503965,0.0
webflux,36000.0,240.0,68.47074957265082,83.9189777814611,93.33256951187101,33184.224858201494,0.0,0.393267188596656,721.8840489261601,67.52264997625373,0.0
webflux,36000.0,250.0,67.08339919887337,80.93852548020133,89.06593010760058,31293.773544658667,0.0,0.38261584492759027,670.8853310218018,67.36216028974191,0.0
webflux,36000.0,260.0,63.1443192464736,79.48374284983761,88.27205621701182,31918.24456293793,0.0,0.3871860683752533,697.9618645341442,62.002240150309255,0.0
webflux,36000.0,270.0,66.23118630950741,77.2465042002004,88.82941728209609,33182.3010022451,0.0,0.3833717661795012,711.6716182204133,67.48964463786248,0.0
webflux,36000.0,280.0,66.44798310103728,78.60370118410293,87.31781558921293,33415.42974110179,0.0,0.41261473615900796,699.3073030421638,65.84840559281864,0.0
webflux,36000.0,290.0,69.07749158501181,84.69007322309032,88.56223587903627,31482.162225727232,0.0,0.4024628549115787,712.1308415919667,67.67468335666317,0.0
webflux,36000.0,300.0,69.79395722837126,82.35425344939362,90.52063945912184,33303.38135540734,0.0,0.40563265599384046,702.569191658802,64.34961998055594,0.0
webflux,36000.0,310.0,68.44972396816624,83.05302835399225,94.3312807668264,33010.67084523659,0.0,0.3853980213876935,709.1026778356348,67.7715007797872,0.0
webflux,36000.0,320.0,63.71366198595957,81.81988718670075,94.76402929611565,32926.273456105104,0.0,0.3844795701902237,733.2363192441223,65.94653219568917,0.0
webflux,36000.0,330.0,67.38764828858466,79.185337014044,94.35362137077858,31863.209938531323,0.0,0.3940712121826869,727.4439999781698,64.73141594058607,0.0
webflux,36000.0,340.0,67.36376642734923,79.12942642074255,90.83642602105886,31784.01809058173,0.0,0.4086622403188984,685.7916782042392,66.992428659816,0.0
webflux,36000.0,350.0,64.9982399423106,82.57688923915592,97.85962614206527,33131.3435715765,0.0,0.40929169071437294,696.2685968858871,66.53023071900365,0.0
webflux,36000.0,360.0,64.41776877202423,85.20709487465055,93.78066735044462,33708.69071097592,0.0,0.4141805176271176,642.0890821283633,65.61993521825865,0.0
webflux,36000.0,370.0,69.50356920001023,84.3952863571715,91.49113651309167,33093.50661595999,0.0,0.39273939924402906,703.0082151280142,69.0808186961451,0.0
webflux,36000.0,380.0,64.48500912160502,81.13177352342359,91.701669047091,35164.67944217851,0.0,0.4293009605176765,673.2174912377451,63.40096007775103,0.0
webflux,36000.0,390.0,67.72842411086684,79.74741641913698,92.98150786259596,32710.11963148449,0.0,0.38842561456921615,711.1473335430888,67.61788778205974,0.0
webflux,36000.0,400.0,70.13251888161193,82.45428642003252,98.19805186822069,34288.38491263869,0.0,0.4202495570791227,698.6771227094337,65.17960674391588,0.0
webflux,36000.0,410.0,66.77625551279105,84.16568114063685,100.44364402599814,34098.95661338997,0.0,0.41817302077433294,701.1319164286025,67.1398001421097,0.0
webflux,36000.0,420.0,69.71305882722368,82.81439102161374,96.21706620470995,33741.64276205768,0.0,0.39399633467439327,664.0813146919273,66.76060497568035,0.0
webflux,36000.0,430.0,68.3725082950099,84.539929042772,96.40364617951366,33313.2721529249,0.0,0.4175768047352272,665.3550074147963,67.82529731250519,0.0
webflux,36000.0,440.0,72.39496573268498,84.50376627767267,96.8561124314613,31451.591884049878,0.0,0.4149022052461216,701.0544315237771,68.84152569909597,0.0
webflux,36000.0,450.0,70.97936117816685,97.03774821273194,99.56482244923605,32344.334435132438,0.0,0.41191297370785285,674.435339845072,74.90998230222596,0.0
webflux,36000.0,460.0,74.23878328250007,91.15238896362222,100.13698828620167,33783.146196422626,0.0,0.4355772706690699,704.0988633064868,74.71838983269063,0.0
webflux,36000.0,470.0,71.23657979826896,87.8655406746515,96.90211227337714,33655.04421453076,0.0,0.40759818865148295,707.8124737852133,67.52602280402562,0.0
webflux,36000.0,480.0,71.12601424379856,87.43881109328245,92.43599565782311,31769.273700037153,0.0,0.4249269361671213,688.4949236071096,67.92895728941983,0.0
webflux,36000.0,490.0,69.5614085626404,87.6444130194944,91.95870696220149,33042.335456893736,0.0,0.4170215763251761,724.3928604551444,68.96697990424968,0.0
webflux,36000.0,500.0,63.02170485625121,87.52911285101911,90.79597106955376,32845.517852396326,0.0,0.4132376011171594,688.9065881922306,68.57402177074731,0.0
webflux,37000.0,50.0,61.640759013627516,78.57185669028935,89.5128981822503,33570.38984319962,0.0,0.366017881166076,727.0301580913331,57.680408254144716,0.0
webflux,37000.0,60.0,61.12629202538778,70.30223035591018,90.25347347045482,33100.838122149675,0.0,0.36591256794614385,665.2008852590754,58.770070044615956,0.0
webflux,37000.0,70.0,61.871885396672106,75.51099360300384,94.10996034465221,35693.51679610756,0.0,0.3372647014969878,712.1801509312207,64.31077718654731,0.0
webflux,37000.0,80.0,61.060149264590194,74.69350182357185,89.43295566641734,35032.4030120948,0.0,0.3756618216518225,777.5281481079381,59.46986599135728,0.0
webflux,37000.0,90.0,64.2519109215146,73.81691232828092,83.98915755310637,33296.68324050292,0.0,0.3736690211276018,694.1298963391905,61.507393614126464,0.0
webflux,37000.0,100.0,62.25458425205427,80.46894586840912,91.79688773358495,35115.955817134105,0.0,0.37851319991240956,654.4588847952837,62.39034200428314,0.0
webflux,37000.0,110.0,60.44386735711633,79.0229854281598,89.54854089484307,34674.205879436486,0.0,0.36903864819412613,724.904439813912,59.42039727776434,0.0
webflux,37000.0,120.0,60.31022728303904,80.21258143466781,90.30396869217576,33921.94324589447,0.0,0.38547483557536494,740.1472318204873,64.60000966429475,0.0
webflux,37000.0,130.0,62.29910948830595,82.34788062474851,87.81433973168393,32226.182962347524,0.0,0.4005288196982146,724.992831578755,66.71645910159894,0.0
webflux,37000.0,140.0,59.91910826506853,81.7886937683225,91.39013533813846,34891.9970682911,0.0,0.3987440019659372,728.3979855800144,63.46562260453521,0.0
webflux,37000.0,150.0,63.95033814626924,78.86969281729473,93.0352212255415,34701.30872302354,0.0,0.3845426484358485,698.785218298765,62.556432509386674,0.0
webflux,37000.0,160.0,62.98164912481827,76.52795262260834,95.06175953381891,34653.3576345145,0.0,0.3851788040958733,675.6025871394063,66.84618673736678,0.0
webflux,37000.0,170.0,64.72052169847495,82.77235347172024,93.81381500755148,34077.53708643815,0.0,0.40643699658090576,728.0916841969103,66.04724109722463,0.0
webflux,37000.0,190.0,65.0875934391179,87.14802082856521,95.76157739007519,35605.32436313221,0.0,0.38363818432190466,698.7367801960708,64.2341014670042,0.0
webflux,37000.0,200.0,69.12135434829771,82.61876442042507,98.14969228816794,33629.598919723125,0.0,0.3898179494495202,680.9393018948564,67.42478161417607,0.0
webflux,37000.0,210.0,65.26280604688769,90.05775517357613,89.02796409312356,35460.53871688992,0.0,0.39296614816170666,723.5773055757878,67.12701714374853,0.0
webflux,37000.0,220.0,69.91404245654356,87.35162142060801,92.67551613761286,35072.19868444812,0.0,0.39913738964796025,702.1172764208993,68.94304757494848,0.0
webflux,37000.0,230.0,68.49577563467902,88.64297595398241,96.09069917778456,33443.3505414262,0.0,0.3890158327377984,719.7205192776928,71.14881561403357,0.0
webflux,37000.0,240.0,69.13867065687622,84.3839454871363,89.85778276119963,32613.337663989703,0.0,0.3858407707637099,681.0323445806632,69.08169632555868,0.0
webflux,37000.0,250.0,69.29959659925909,84.93883153293041,91.30841028613217,33331.32464702821,0.0,0.3923576810799952,709.9331021919146,67.61329491465423,0.0
webflux,37000.0,260.0,69.85066889292757,87.30851166286467,90.09316478344613,33445.5926212205,0.0,0.39680133750889235,730.3943152445773,65.34541497754422,0.0
webflux,37000.0,270.0,70.92005198359516,88.87833009193389,92.5266912183564,32980.241622962916,0.0,0.39893290476811827,699.177493571682,70.29208977636189,0.0
webflux,37000.0,280.0,71.10012905017273,86.63342721542433,92.86965202214236,32845.61712310797,0.0,0.4122362339061724,731.389545037746,71.269528668532,0.0
webflux,37000.0,290.0,69.65429042357913,92.02830580045523,95.3777826464677,33994.124053859116,0.0,0.4116912552186864,687.5668573078301,68.68077282875939,0.0
webflux,37000.0,300.0,73.64115619466483,83.99143052714123,91.86925542482825,34023.58496778153,0.0,0.40156616404093176,718.8960696814204,69.3585155269126,0.0
webflux,37000.0,310.0,70.0070563094118,83.93434222979661,91.44031355675176,34341.86036836388,0.0,0.4114457572202508,704.8235800639577,67.7485783302298,0.0
webflux,37000.0,320.0,69.0347966248589,86.89971468069307,92.42171534982336,33959.07535119479,0.0,0.3958248174342992,709.6941275645536,67.25112057004193,0.0
webflux,37000.0,330.0,72.99428193818525,87.13090079304804,95.54005933257919,34239.419819597686,0.0,0.3918913457186044,678.279484607521,68.42118462937651,0.0
webflux,37000.0,340.0,72.23027921034902,86.68113722430384,93.12555502513403,32288.84205546519,0.0,0.42836086907731924,706.6339291814859,69.51393450663882,0.0
webflux,37000.0,350.0,71.21633411187194,86.71116339048334,92.84925000227071,33288.68690541816,0.0,0.43325055232060794,674.6573311354643,72.69422236238378,0.0
webflux,37000.0,360.0,68.54751898131227,81.2274117179166,98.42640593751358,35303.38635472197,0.0,0.4167522532909354,701.271698046885,68.19239324786248,0.0
webflux,37000.0,370.0,70.20694974584562,88.73616207618923,95.61235079386252,33419.307651913594,0.0,0.38816717719610716,683.8676562823352,72.70850160564976,0.0
webflux,37000.0,380.0,74.04617520686791,87.65425461917674,90.97845729070708,34345.41133687969,0.0,0.43246322705839946,710.3345024162905,65.39740928268733,0.0
webflux,37000.0,390.0,65.3169971021485,84.64706483126673,90.83209091046,33727.20180700174,0.0,0.4105037048871657,710.1963051441386,67.03907602125796,0.0
webflux,37000.0,400.0,66.69957268527118,84.8930532870155,93.6049441181579,33754.85545139038,0.0,0.4189624303486955,717.0462446183597,67.54404335487335,0.0
webflux,37000.0,410.0,68.45107879769604,89.55239729426492,98.40843026225502,32474.291695909782,0.0,0.41500069092398395,696.6940770697126,66.58970267790605,0.0
webflux,37000.0,420.0,66.9523754076551,85.06074539320399,92.23844404524061,33618.4424886884,0.0,0.43634905720639405,691.1366492258295,67.63740058996483,0.0
webflux,37000.0,430.0,66.0029793673566,89.21835885644157,99.76141248356004,35270.953027808624,0.0,0.4041511410059982,702.154790490218,68.71358593631554,0.0
webflux,37000.0,440.0,66.5083594199393,90.64449818983819,99.10791411339157,35047.84566514583,0.0,0.41410550587858064,664.211501727144,68.01296903047701,0.0
webflux,37000.0,450.0,71.80042727602832,96.09924681595315,104.55233968538663,35529.363211865835,0.0,0.4064112517864499,702.0262267453619,71.69638683045135,0.0
webflux,37000.0,460.0,68.7461194785183,89.02509289738578,103.23744918930313,33752.77231158196,0.0,0.40047852510591214,737.282577957056,70.975168642144,0.0
webflux,37000.0,470.0,68.01405623097938,88.16178652642975,100.90783626771318,33020.70277341109,0.0,0.4192139554578537,699.3487085668311,70.02051591413678,0.0
webflux,37000.0,480.0,69.53891748205741,84.09090070460417,92.83548074202429,33862.77792270608,0.0,0.40821615919079185,676.8531431787138,70.50834651805717,0.0
webflux,37000.0,490.0,69.9381920479509,85.33726539059907,92.37894768958147,34127.14406425069,0.0,0.42065109099472303,678.5045052013339,68.1067895557129,0.0
webflux,37000.0,500.0,64.80810401013345,86.90470403031182,95.92242508959171,33483.14395725758,0.0,0.424369723210191,693.6722569092653,67.1187924279469,0.0
webflux,38000.0,50.0,62.98795130918028,76.42218897690937,87.47589826086094,34784.238515186546,0.0,0.3579405507700931,707.4190079435987,61.43749838954156,0.0
webflux,38000.0,60.0,61.93898572490442,79.02047923718857,89.48141949726043,35454.70957648327,0.0,0.3811770673235847,719.2633126685054,61.166228155653634,0.0
webflux,38000.0,70.0,62.50680741085658,77.13273427290892,93.01066059995371,35236.54353299451,0.0,0.3672661194220566,725.8914738765186,63.55601673650989,0.0
webflux,38000.0,80.0,64.29005359576409,74.937547116113,91.26369553146954,32802.418940627875,0.0,0.37271506869637144,711.950358771005,61.531308780225054,0.0
webflux,38000.0,90.0,63.81506203028488,73.84579063919759,93.1124905502807,37151.69552275202,0.0,0.3753840259318328,727.4487245476427,64.63742739102292,0.0
webflux,38000.0,100.0,66.90434407261012,72.05854889724577,84.97872859948554,35548.64254864822,0.0,0.40708885558697094,698.5118246614599,63.00050250732337,0.0
webflux,38000.0,110.0,62.72153361854842,80.36468372025269,90.5269827980888,35506.31409257926,0.0,0.3828665108282401,667.5843732598117,62.64421600180486,0.0
webflux,38000.0,120.0,60.10990137446582,77.24367155164634,89.7555771129644,34435.349615095125,0.0,0.3933398173542505,751.518771356983,62.39279427763197,0.0
webflux,38000.0,130.0,65.1237423200624,80.62815854851257,88.68610542895271,34585.11193864916,0.0,0.39749077493469126,712.7520031288774,64.34743401520355,0.0
webflux,38000.0,140.0,67.67495449347284,81.9468460178193,91.45168139810424,34986.679535604926,0.0,0.409064060897239,687.4478643873507,64.7324732209667,0.0
webflux,38000.0,150.0,64.49272838250158,78.13780406409396,91.26449296681898,35640.91572298975,0.0,0.3978180700318932,742.7907203970851,64.32337543069288,0.0
webflux,38000.0,160.0,65.03751864138954,84.13821671546012,94.73043246868659,32331.388101144115,0.0,0.41118849874883334,697.7110623418633,68.78748220597936,0.0
webflux,38000.0,170.0,63.377809642744786,85.44832796878944,93.92444063725931,36921.089792244085,0.0,0.39125112890919694,694.1391468104291,64.25514152179738,0.0
webflux,38000.0,180.0,66.46759724809425,83.06700306135929,94.85115966729346,34457.7770236992,0.0,0.39212102875307836,683.8508200786606,63.901098713046714,0.0
webflux,38000.0,190.0,66.45229872840058,82.81335382226818,89.6159774090469,36580.48139648976,0.0,0.37757096062099915,698.3753971725589,65.42254457086825,0.0
webflux,38000.0,200.0,67.68737441097666,92.30526036487069,95.72986136056747,34603.46424836051,0.0,0.3843562218385115,727.6838413036563,67.70972113153262,0.0
webflux,38000.0,210.0,69.61895823877197,86.14692250138879,90.84643290633112,31663.497628074314,0.0,0.3958034548970284,700.5588987084966,65.7981804227544,0.0
