Service,FrameWork,TPS,Threadpool,Avg Response Time(ms),P95,P99,Throughput(rps),Error Rate,CPU Usage,Memory,Latency(ms),Request Timeouts
,webflux,45000.0,450.0,85.29,104.01,109.53,38582.77,0.0,0.47,761.0,84.47,0.0
,webflux,45000.0,440.0,82.19,100.59,106.83,39073.09,0.0,0.47,761.8,81.71,0.0
,webflux,45000.0,430.0,79.09,97.17,104.13,39563.41,0.0,0.47,762.6,78.95,0.0
,webflux,45000.0,420.0,75.99,93.74,101.43,40053.73,0.0,0.48,763.4,76.2,0.0
,webflux,45000.0,410.0,72.89,90.32,98.73,40544.05,0.0,0.48,764.2,73.44,0.0
,webflux,45000.0,400.0,69.79,86.9,96.03,41034.37,0.0,0.48,765.0,70.68,0.0
,webflux,45000.0,390.0,70.91,87.43,96.86,41182.8,0.0,0.48,768.4,71.44,0.0
,webflux,45000.0,380.0,72.04,87.97,97.68,41331.24,0.0,0.48,771.8,72.2,0.0
,webflux,45000.0,370.0,73.16,88.5,98.51,41479.67,0.0,0.47,775.2,72.95,0.0
,webflux,45000.0,360.0,74.29,89.04,99.33,41628.11,0.0,0.47,778.6,73.71,0.0
,webflux,45000.0,350.0,75.41,89.57,100.16,41776.54,0.0,0.47,782.0,74.47,0.0
,webflux,45000.0,380.0,78.53,92.71,102.38,41771.24,0.0,0.48,779.6,77.96,0.0
,webflux,45000.0,410.0,81.65,95.85,104.6,41765.94,0.0,0.48,777.2,81.44,0.0
,webflux,45000.0,440.0,84.76,98.99,106.83,41760.64,0.0,0.49,774.8,84.93,0.0
,webflux,45000.0,470.0,87.88,102.13,109.05,41755.34,0.0,0.49,772.4,88.41,0.0
,webflux,45000.0,500.0,91.0,105.27,111.27,41750.04,0.0,0.5,770.0,91.9,0.0
,webflux,46000.0,410.0,73.99,86.81,92.9,34799.69,0.0,0.44,766.06,74.65,0.0
,webflux,47000.0,320.0,56.98,68.35,74.52,27849.33,0.0,0.38,762.12,57.41,0.0
,webflux,48000.0,230.0,39.97,49.88,56.15,20898.98,0.0,0.31,758.18,40.16,0.0
,webflux,49000.0,140.0,22.96,31.42,37.77,13948.62,0.0,0.25,754.24,22.92,0.0
,webflux,50000.0,50.0,5.95,12.96,19.4,6998.27,0.0,0.19,750.3,5.67,0.0
,webflux,50000.0,140.0,7.94,18.09,25.3,7768.62,0.0,0.21,772.24,7.9,0.0
,webflux,50000.0,230.0,9.93,23.22,31.2,8538.96,0.0,0.23,794.18,10.12,0.0
,webflux,50000.0,320.0,11.92,28.34,37.1,9309.31,0.0,0.25,816.12,12.35,0.0
,webflux,50000.0,410.0,13.91,33.47,43.0,10079.65,0.0,0.27,838.06,14.57,0.0
,webflux,50000.0,500.0,15.9,38.6,48.9,10850.0,0.0,0.29,860.0,16.8,0.0
,webflux,50000.0,410.0,13.8,33.3,42.7,10130.0,0.0,0.27,835.0,14.46,0.0
,webflux,50000.0,320.0,11.7,28.0,36.5,9410.0,0.0,0.25,810.0,12.12,0.0
,webflux,50000.0,230.0,9.6,22.7,30.3,8690.0,0.0,0.23,785.0,9.78,0.0
,webflux,50000.0,140.0,7.5,17.4,24.1,7970.0,0.0,0.21,760.0,7.44,0.0
,webflux,50000.0,50.0,5.4,12.1,17.9,7250.0,0.0,0.19,735.0,5.1,0.0
,webflux,50000.0,80.0,6.56,15.32,21.84,8180.0,0.0,0.2,749.0,6.24,0.0
,webflux,50000.0,110.0,7.72,18.54,25.78,9110.0,0.0,0.2,763.0,7.38,0.0
,webflux,50000.0,140.0,8.88,21.76,29.72,10040.0,0.0,0.21,777.0,8.52,0.0
,webflux,50000.0,170.0,10.04,24.98,33.66,10970.0,0.0,0.21,791.0,9.66,0.0
,webflux,50000.0,200.0,11.2,28.2,37.6,11900.0,0.0,0.22,805.0,10.8,0.0
,webflux,50000.0,170.0,9.94,24.88,33.64,10940.0,0.0,0.21,788.0,9.56,0.0
,webflux,50000.0,140.0,8.68,21.56,29.68,9980.0,0.0,0.2,771.0,8.32,0.0
,webflux,50000.0,110.0,7.42,18.24,25.72,9020.0,0.0,0.2,754.0,7.08,0.0
,webflux,50000.0,80.0,6.16,14.92,21.76,8060.0,0.0,0.19,737.0,5.84,0.0
,webflux,50000.0,50.0,4.9,11.6,17.8,7100.0,0.0,0.18,720.0,4.6,0.0
,webflux,50000.0,140.0,7.2,17.32,24.6,7890.0,0.0,0.2,751.0,7.18,0.0
,webflux,50000.0,230.0,9.5,23.04,31.4,8680.0,0.0,0.23,782.0,9.76,0.0
,webflux,50000.0,320.0,11.8,28.76,38.2,9470.0,0.0,0.25,813.0,12.34,0.0
,webflux,50000.0,410.0,14.1,34.48,45.0,10260.0,0.0,0.28,844.0,14.92,0.0
,webflux,50000.0,500.0,16.4,40.2,51.8,11050.0,0.0,0.3,875.0,17.5,0.0
,webflux,50000.0,440.0,15.26,37.58,48.68,11200.0,0.0,0.28,858.0,16.06,0.0
,webflux,50000.0,380.0,14.12,34.96,45.56,11350.0,0.0,0.26,841.0,14.62,0.0
,webflux,50000.0,320.0,12.98,32.34,42.44,11500.0,0.0,0.25,824.0,13.18,0.0
,webflux,50000.0,260.0,11.84,29.72,39.32,11650.0,0.0,0.23,807.0,11.74,0.0
,webflux,50000.0,200.0,10.7,27.1,36.2,11800.0,0.0,0.21,790.0,10.3,0.0
,webflux,50000.0,200.0,22.05,38.35,46.8,18362.69,0.0,0.26,796.4,21.67,0.0
,webflux,50000.0,200.0,33.4,49.59,57.39,24925.38,0.0,0.31,802.8,33.04,0.0
,webflux,50000.0,200.0,44.76,60.84,67.99,31488.08,0.0,0.36,809.2,44.4,0.0
,webflux,50000.0,200.0,56.11,72.08,78.58,38050.77,0.0,0.41,815.6,55.77,0.0
,webflux,50000.0,200.0,67.46,83.33,89.18,44613.46,0.0,0.46,822.0,67.14,0.0
,webflux,50000.0,190.0,66.88,81.93,87.65,44268.66,0.0,0.46,819.0,66.69,0.0
,webflux,50000.0,180.0,66.3,80.53,86.11,43923.86,0.0,0.45,816.0,66.25,0.0
,webflux,50000.0,170.0,65.72,79.14,84.58,43579.07,0.0,0.45,813.0,65.8,0.0
,webflux,50000.0,160.0,65.14,77.74,83.04,43234.27,0.0,0.44,810.0,65.36,0.0
,webflux,50000.0,150.0,64.56,76.34,81.51,42889.47,0.0,0.44,807.0,64.91,0.0
,webflux,50000.0,140.0,65.12,78.04,84.36,43790.23,0.0,0.44,806.2,65.44,0.0
,webflux,50000.0,130.0,65.68,79.73,87.21,44690.99,0.0,0.44,805.4,65.97,0.0
,webflux,50000.0,120.0,66.25,81.43,90.07,45591.76,0.0,0.45,804.6,66.49,0.0
,webflux,50000.0,110.0,66.81,83.12,92.92,46492.52,0.0,0.45,803.8,67.02,0.0
,webflux,50000.0,100.0,67.37,84.82,95.77,47393.28,0.0,0.45,803.0,67.55,0.0
,webflux,50000.0,90.0,66.46,83.69,94.87,47037.24,0.0,0.45,805.6,66.66,0.0
,webflux,50000.0,80.0,65.55,82.57,93.96,46681.2,0.0,0.44,808.2,65.76,0.0
,webflux,50000.0,70.0,64.63,81.44,93.06,46325.15,0.0,0.44,810.8,64.87,0.0
,webflux,50000.0,60.0,63.72,80.32,92.15,45969.11,0.0,0.43,813.4,63.97,0.0
,webflux,50000.0,50.0,62.81,79.19,91.25,45613.07,0.0,0.43,816.0,63.08,0.0
,webflux,50000.0,60.0,51.87,67.33,78.92,38250.46,0.0,0.38,802.8,52.0,0.0
,webflux,50000.0,70.0,40.93,55.47,66.59,30887.84,0.0,0.34,789.6,40.93,0.0
,webflux,50000.0,80.0,29.98,43.62,54.26,23525.23,0.0,0.29,776.4,29.85,0.0
,webflux,50000.0,90.0,19.04,31.76,41.93,16162.61,0.0,0.25,763.2,18.78,0.0
,webflux,50000.0,100.0,8.1,19.9,29.6,8800.0,0.0,0.2,750.0,7.7,0.0
,webflux,50000.0,100.0,8.2,20.08,29.74,8820.0,0.0,0.2,753.0,7.8,0.0
,webflux,50000.0,100.0,8.3,20.26,29.88,8840.0,0.0,0.2,756.0,7.9,0.0
,webflux,50000.0,100.0,8.4,20.44,30.02,8860.0,0.0,0.21,759.0,8.0,0.0
,webflux,50000.0,100.0,8.5,20.62,30.16,8880.0,0.0,0.21,762.0,8.1,0.0
,webflux,50000.0,100.0,8.6,20.8,30.3,8900.0,0.0,0.21,765.0,8.2,0.0
,webflux,50000.0,100.0,8.82,21.03,30.84,8831.01,0.0,0.21,767.12,8.38,0.0
,webflux,50000.0,100.0,9.05,21.26,31.38,8762.02,0.0,0.21,769.24,8.57,0.0
,webflux,50000.0,100.0,9.27,21.5,31.92,8693.02,0.0,0.2,771.36,8.75,0.0
,webflux,50000.0,100.0,9.5,21.73,32.46,8624.03,0.0,0.2,773.48,8.94,0.0
,webflux,50000.0,100.0,9.72,21.96,33.0,8555.04,0.0,0.2,775.6,9.12,0.0
,webflux,50000.0,120.0,10.27,23.46,33.8,9180.23,0.0,0.2,783.74,10.06,0.0
,webflux,50000.0,140.0,10.82,24.95,34.6,9805.42,0.0,0.19,791.88,11.0,0.0
,webflux,50000.0,160.0,11.38,26.45,35.41,10430.62,0.0,0.19,800.02,11.94,0.0
,webflux,50000.0,180.0,11.93,27.94,36.21,11055.81,0.0,0.18,808.16,12.88,0.0
,webflux,50000.0,200.0,12.48,29.44,37.01,11681.0,0.0,0.18,816.3,13.82,0.0
,webflux,50000.0,180.0,14.94,37.59,50.75,11444.8,0.0,0.23,823.04,15.76,0.0
,webflux,50000.0,160.0,17.41,45.74,64.49,11208.6,0.0,0.29,829.78,17.69,0.0
,webflux,50000.0,140.0,19.87,53.9,78.22,10972.4,0.0,0.34,836.52,19.63,0.0
,webflux,50000.0,120.0,22.34,62.05,91.96,10736.2,0.0,0.4,843.26,21.56,0.0
,webflux,50000.0,100.0,24.8,70.2,105.7,10500.0,0.0,0.45,850.0,23.5,0.0
,webflux,50000.0,90.0,23.86,68.26,102.62,10760.0,0.0,0.47,840.0,22.68,0.0
,webflux,50000.0,80.0,22.92,66.32,99.54,11020.0,0.0,0.49,830.0,21.86,0.0
,webflux,50000.0,70.0,21.98,64.38,96.46,11280.0,0.0,0.51,820.0,21.04,0.0
,webflux,50000.0,60.0,21.04,62.44,93.38,11540.0,0.0,0.53,810.0,20.22,0.0
,webflux,50000.0,50.0,20.1,60.5,90.3,11800.0,0.0,0.55,800.0,19.4,0.0
,webflux,50000.0,90.0,30.05,65.9,91.89,18627.75,0.0,0.54,800.8,29.38,0.0
,webflux,50000.0,130.0,40.0,71.31,93.48,25455.5,0.0,0.52,801.6,39.36,0.0
,webflux,50000.0,170.0,49.96,76.71,95.07,32283.24,0.0,0.51,802.4,49.34,0.0
,webflux,50000.0,210.0,59.91,82.12,96.66,39110.99,0.0,0.49,803.2,59.32,0.0
,webflux,50000.0,250.0,69.86,87.52,98.25,45938.74,0.0,0.48,804.0,69.3,0.0
,webflux,50000.0,260.0,71.87,89.26,100.72,45684.08,0.0,0.48,807.6,71.45,0.0
,webflux,50000.0,270.0,73.87,91.0,103.19,45429.42,0.0,0.48,811.2,73.6,0.0
,webflux,50000.0,280.0,75.88,92.74,105.67,45174.76,0.0,0.48,814.8,75.74,0.0
,webflux,50000.0,290.0,77.88,94.48,108.14,44920.1,0.0,0.48,818.4,77.89,0.0
,webflux,50000.0,300.0,79.89,96.22,110.61,44665.44,0.0,0.48,822.0,80.04,0.0
,webflux,50000.0,320.0,77.96,94.29,108.27,44622.62,0.0,0.48,826.0,77.9,0.0
,webflux,50000.0,340.0,76.03,92.37,105.93,44579.79,0.0,0.49,830.0,75.77,0.0
,webflux,50000.0,360.0,74.1,90.44,103.59,44536.97,0.0,0.49,834.0,73.63,0.0
,webflux,50000.0,380.0,72.17,88.52,101.25,44494.14,0.0,0.5,838.0,71.5,0.0
,webflux,50000.0,400.0,70.24,86.59,98.91,44451.32,0.0,0.5,842.0,69.36,0.0
,webflux,50000.0,390.0,71.56,87.83,98.92,44847.87,0.0,0.5,838.0,71.03,0.0
,webflux,50000.0,380.0,72.89,89.07,98.93,45244.42,0.0,0.5,834.0,72.7,0.0
,webflux,50000.0,370.0,74.21,90.31,98.93,45640.98,0.0,0.5,830.0,74.36,0.0
,webflux,50000.0,360.0,75.54,91.55,98.94,46037.53,0.0,0.5,826.0,76.03,0.0
,webflux,50000.0,350.0,76.86,92.79,98.95,46434.08,0.0,0.5,822.0,77.7,0.0
,webflux,50000.0,380.0,76.55,93.1,100.84,45670.02,0.0,0.5,823.2,77.16,0.0
,webflux,50000.0,410.0,76.25,93.41,102.73,44905.97,0.0,0.5,824.4,76.62,0.0
,webflux,50000.0,440.0,75.94,93.72,104.61,44141.91,0.0,0.51,825.6,76.07,0.0
,webflux,50000.0,470.0,75.64,94.03,106.5,43377.86,0.0,0.51,826.8,75.53,0.0
,webflux,50000.0,500.0,75.33,94.34,108.39,42613.8,0.0,0.51,828.0,74.99,0.0
,webflux,50000.0,490.0,75.44,94.01,107.62,43297.4,0.0,0.51,828.2,75.11,0.0
,webflux,50000.0,480.0,75.55,93.68,106.85,43980.99,0.0,0.51,828.4,75.23,0.0
,webflux,50000.0,470.0,75.67,93.35,106.08,44664.59,0.0,0.52,828.6,75.36,0.0
,webflux,50000.0,460.0,75.78,93.02,105.31,45348.18,0.0,0.52,828.8,75.48,0.0
,webflux,50000.0,450.0,75.89,92.69,104.54,46031.78,0.0,0.52,829.0,75.6,0.0
,webflux,50000.0,400.0,63.84,81.89,94.21,39207.98,0.0,0.46,832.98,63.48,0.0
,webflux,50000.0,350.0,51.79,71.1,83.88,32384.18,0.0,0.41,836.96,51.36,0.0
,webflux,50000.0,300.0,39.73,60.3,73.56,25560.37,0.0,0.35,840.94,39.25,0.0
,webflux,50000.0,250.0,27.68,49.51,63.23,18736.57,0.0,0.3,844.92,27.13,0.0
,webflux,50000.0,200.0,15.63,38.71,52.9,11912.77,0.0,0.24,848.9,15.01,0.0
,webflux,50000.0,260.0,17.1,42.06,56.69,11703.07,0.0,0.25,861.98,16.78,0.0
,webflux,50000.0,320.0,18.57,45.4,60.47,11493.36,0.0,0.27,875.06,18.55,0.0
,webflux,50000.0,380.0,20.04,48.75,64.26,11283.66,0.0,0.28,888.14,20.32,0.0
,webflux,50000.0,440.0,21.51,52.09,68.04,11073.95,0.0,0.3,901.22,22.09,0.0
,webflux,50000.0,500.0,22.98,55.44,71.83,10864.25,0.0,0.31,914.3,23.86,0.0
,webflux,50000.0,410.0,20.01,47.84,62.61,10135.3,0.0,0.29,887.96,20.63,0.0
,webflux,50000.0,320.0,17.03,40.24,53.39,9406.36,0.0,0.27,861.62,17.4,0.0
,webflux,50000.0,230.0,14.06,32.64,44.17,8677.41,0.0,0.24,835.28,14.18,0.0
,webflux,50000.0,140.0,11.08,25.04,34.95,7948.47,0.0,0.22,808.94,10.95,0.0
,webflux,50000.0,50.0,8.11,17.44,25.73,7219.52,0.0,0.2,782.6,7.72,0.0
,webflux,50000.0,60.0,8.98,19.92,29.09,7564.88,0.0,0.21,788.44,8.56,0.0
,webflux,50000.0,70.0,9.84,22.41,32.44,7910.24,0.0,0.21,794.28,9.4,0.0
,webflux,50000.0,80.0,10.71,24.89,35.8,8255.61,0.0,0.22,800.12,10.24,0.0
,webflux,50000.0,90.0,11.57,27.38,39.15,8600.97,0.0,0.22,805.96,11.08,0.0
,webflux,50000.0,100.0,12.44,29.86,42.51,8946.33,0.0,0.23,811.8,11.92,0.0
,webflux,50000.0,120.0,15.85,40.37,59.01,8997.06,0.02,0.36,815.84,15.32,0.0
,webflux,50000.0,140.0,19.26,50.88,75.51,9047.8,0.04,0.48,819.88,18.71,0.0
,webflux,50000.0,160.0,22.68,61.38,92.0,9098.53,0.06,0.61,823.92,22.11,0.0
,webflux,50000.0,180.0,26.09,71.89,108.5,9149.27,0.08,0.73,827.96,25.5,0.0
,webflux,50000.0,200.0,29.5,82.4,125.0,9200.0,0.1,0.86,832.0,28.9,0.0
,webflux,50000.0,260.0,31.64,88.92,136.06,8920.0,0.08,0.83,852.4,30.56,0.0
,webflux,50000.0,320.0,33.78,95.44,147.12,8640.0,0.06,0.8,872.8,32.22,0.0
,webflux,50000.0,380.0,35.92,101.96,158.18,8360.0,0.04,0.76,893.2,33.88,0.0
,webflux,50000.0,440.0,38.06,108.48,169.24,8080.0,0.02,0.73,913.6,35.54,0.0
,webflux,50000.0,500.0,40.2,115.0,180.3,7800.0,0.0,0.7,934.0,37.2,0.0
,webflux,50000.0,410.0,32.58,92.9,145.62,7768.46,0.0,0.59,851.52,30.16,0.0
,webflux,50000.0,320.0,24.96,70.79,110.94,7736.92,0.0,0.48,769.04,23.13,0.0
,webflux,50000.0,230.0,17.35,48.69,76.27,7705.37,0.0,0.38,686.56,16.09,0.0
,webflux,50000.0,140.0,9.73,26.58,41.59,7673.83,0.0,0.27,604.08,9.06,0.0
,webflux,50000.0,50.0,2.11,4.48,6.91,7642.29,0.0,0.16,521.6,2.02,0.0
,webflux,50000.0,60.0,2.36,5.22,7.99,7960.2,0.0,0.16,527.24,2.26,0.0
,webflux,50000.0,70.0,2.61,5.96,9.06,8278.11,0.0,0.17,532.88,2.5,0.0
,webflux,50000.0,80.0,2.86,6.69,10.14,8596.02,0.0,0.17,538.52,2.74,0.0
,webflux,50000.0,90.0,3.11,7.43,11.21,8913.93,0.0,0.18,544.16,2.98,0.0
,webflux,50000.0,100.0,3.36,8.17,12.29,9231.84,0.0,0.18,549.8,3.22,0.0
,webflux,50000.0,120.0,3.66,9.12,13.5,9860.37,0.0,0.18,556.22,3.52,0.0
,webflux,50000.0,140.0,3.97,10.07,14.71,10488.91,0.0,0.18,562.64,3.82,0.0
,webflux,50000.0,160.0,4.27,11.01,15.92,11117.44,0.0,0.19,569.06,4.11,0.0
,webflux,50000.0,180.0,4.58,11.96,17.13,11745.98,0.0,0.19,575.48,4.41,0.0
,webflux,50000.0,200.0,4.88,12.91,18.34,12374.51,0.0,0.19,581.9,4.71,0.0
,webflux,50000.0,260.0,5.43,14.22,20.01,12185.34,0.0,0.21,595.16,5.36,0.0
,webflux,50000.0,320.0,5.98,15.54,21.69,11996.17,0.0,0.22,608.42,6.0,0.0
,webflux,50000.0,380.0,6.52,16.85,23.36,11807.0,0.0,0.24,621.68,6.65,0.0
,webflux,50000.0,440.0,7.07,18.17,25.04,11617.83,0.0,0.25,634.94,7.29,0.0
